Key;;;en;hr

s_accounts__lbl_action_bar_more;;;MORE;;
s_accounts__lbl_action_bar_internal_transfer_credit;;;ADD MONEY;;
s_accounts__lbl_action_bar_internal_transfer_credit_CREDIT_CARD;;;REPAY;;
s_accounts__lbl_action_bar_internal_transfer_debit;;;PAY;;
s_accounts__lbl_action_bar_domestic_payment;;;PAY;;
s_accounts__lbl_action_bar_scan_and_pay;;;SCAN TO PAY;;
s_accounts__lbl_action_bar_connected_card;;;GO TO CARD;;

s_accounts__lbl_overlay_status;;;-;;
s_accounts__lbl_overlay_status_CLOSED;;;This account is closed;;
s_accounts__lbl_overlay_status_NOT_ACTIVATED;;;This account is not active yet;;
s_accounts__lbl_overlay_status_BLOCKED_BY_BANK;;;This account is blocked;;
s_accounts__lbl_overlay_status_BLOCKED_BY_USER;;;This account is frozen;;

s_accounts__lbl_account_amount_description;;;Available amount;;
s_accounts__lbl_account_amount_description_SAVING_ACCOUNT;;;Balance;;
s_accounts__lbl_account_amount_description_LOAN;;;Repaid amount (%s);;

s_accounts__lbl_account_picker_balance;;;Available amount;;
s_accounts__lbl_account_picker_balance_SAVING_ACCOUNT;;;Balance;;
s_accounts__lbl_account_picker_balance_LOAN;;;Repaid amount (%s);;

s_accounts__lbl_graph_empty_state;;;A visual representation of your transactions will appear here!;;

s_accounts__lbl_graph_legend;;;Legend;;

s_accounts__lbl_graph_line_chart_balance;;;Balance;;
s_accounts__lbl_graph_line_chart_balance_BANK_ACCOUNT;;;Available amount;;

s_accounts__lbl_graph_semi_circle_center_LOAN;;;Installments paid;;
s_accounts__lbl_graph_semi_circle_start_LOAN;;;CONTRACTING DATE;;
s_accounts__lbl_graph_semi_circle_end_LOAN;;;MATURITY DATE;;

s_accounts__lbl_graph_legend_available;;;Available;;
s_accounts__lbl_graph_legend_spent;;;Spent;;
s_accounts__lbl_graph_legend_reserved;;;Reserved;;

s_accounts__lbl_graph_title_;;;-;;
s_accounts__lbl_graph_title_CREDIT_CARD;;;Limit status;;
s_accounts__lbl_graph_title_DEBIT_CARD;;;-;;
s_accounts__lbl_graph_title_BANK_ACCOUNT;;;-;;
s_accounts__lbl_graph_title_LOAN;;;-;;
s_accounts__lbl_graph_title_SAVING_ACCOUNT;;;-;;

s_accounts__lbl_graph_empty_overlay_;;;-;;
s_accounts__lbl_graph_empty_overlay_CREDIT_CARD;;;Your graph data will appear here once the card is in active state.;;
s_accounts__lbl_graph_empty_overlay_DEBIT_CARD;;;Your graph data will appear here once the card is in active state.;;
s_accounts__lbl_graph_empty_overlay_BANK_ACCOUNT;;;Your graph data will appear here once the bank account is in active state.;;
s_accounts__lbl_graph_empty_overlay_LOAN;;;Your graph data will appear here.;;
s_accounts__lbl_graph_empty_overlay_SAVING_ACCOUNT;;;Your graph data will appear here.;;

s_accounts__title_info;;;Account details;;
s_accounts__lbl_info_account_name;;;Account name;;
s_accounts__lbl_info_account_info_details;;;Account info details;;

s_accounts__title_options;;;Options;;
s_accounts__title_options_BANK_ACCOUNT;;;Account options;;
s_accounts__title_options_CREDIT_CARD;;;Credit card options;;
s_accounts__title_options_DEBIT_CARD;;;Debit card options;;
s_accounts__title_options_SAVING_ACCOUNT;;;Saving options;;
s_accounts__title_options_LOAN;;;Loan options;;

s_accounts__picker_dialog_title;;;Select;;
s_accounts__picker_dialog_title_BANK_ACCOUNT;;;Select Bank Account;;
s_accounts__picker_dialog_title_CREDIT_CARD;;;Select Credit Card;;
s_accounts__picker_dialog_title_DEBIT_CARD;;;Select Debit Card;;
s_accounts__picker_dialog_title_SAVING_ACCOUNT;;;Select Saving;;
s_accounts__picker_dialog_title_LOAN;;;Select Loan;;

s_accounts__picker_title;;;SELECT;;
s_accounts__picker_title_BANK_ACCOUNT;;;SELECT BANK ACCOUNT;;
s_accounts__picker_title_CREDIT_CARD;;;SELECT CARD;;
s_accounts__picker_title_DEBIT_CARD;;;SELECT CARD;;
s_accounts__picker_title_SAVING_ACCOUNT;;;SELECT SAVING;;
s_accounts__picker_title_LOAN;;;SELECT LOAN;;

s_accounts__lbl_linked_cards;;;Linked cards;;

s_accounts__lbl_overdue_;;;-;;
s_accounts__lbl_overdue_CREDIT_CARD;;;Payment due %s ago;;
s_accounts__lbl_overdue_LOAN;;;Next installment in %s;;

s_accounts__lbl_upcoming_installment_;;;-;;
s_accounts__lbl_upcoming_installment_CREDIT_CARD;;;Next installment in %s;;
s_accounts__lbl_upcoming_installment_LOAN;;;Next installment in %s;;

s_accounts__lbl_pay_;;;-;;
s_accounts__lbl_pay_CREDIT_CARD;;;TAP TO PAY;;
s_accounts__lbl_pay_LOAN;;;TAP TO PAY;;

s_transactions__subtitle_transactions_widget;;;Transactions;;
s_transactions__btn_transactions_widget_no_transactions;;;You will see your transactions here.;;
s_transactions__lbl_no_transactions;;;When you make transactions, they will be listed here!;;
s_transactions__lbl_month_no_transactions;;;There are no transactions yet!;;
s_transactions__lbl_filter_no_transactions;;;There are no results to be displayed here.;;
s_transactions__lbl_search_bar_hint_txt;;;Search transactions;;
c_transactions__btn_all_transactions_search_no_results;;;There are no transactions that match your search criteria.;;
s_transactions__btn_all_transactions_edit_or_remove_filter;;;RESET FILTER;;
s_transactions__lbl_transaction_rejected;;;REJECTED;;
s_transactions__lbl_transaction_pending;;;PENDING;;

s_transactions__title_transaction_details;;;Transaction details;;
s_transactions__lbl_transaction_details_action_bar_view_receipt;;;VIEW RECEIPT;;
s_transactions__lbl_transaction_details_action_bar_share_receipt;;;SHARE;;
s_transactions__lbl_transaction_details_action_bar_copy;;;COPY PAYMENT;;
s_transactions__lbl_transaction_details_action_bar_copy_successful;;;Transaction copied!;;

s_transactions__lbl_transaction_type;;;Unknown;;
s_transactions__lbl_transaction_type_ATM_POS;;;ATM/POS;;
s_transactions__lbl_transaction_type_AUTOMATIC_DEBIT;;;AUTOMATIC DEBIT;;
s_transactions__lbl_transaction_type_BRANCH_TRANSACTIONS;;;BRANCH TRANSACIONS;;
s_transactions__lbl_transaction_type_CURRENCY_EXCHANGE;;;CURRENCY EXCHANGE;;
s_transactions__lbl_transaction_type_DOMESTIC_PAYMENT;;;DOMESTIC PAYMENT;;
s_transactions__lbl_transaction_type_FEE_INTEREST;;;FEE/INTEREST;;
s_transactions__lbl_transaction_type_INTERNATIONAL_PAYMENT;;;INTERNATIONAL PAYMENT;;
s_transactions__lbl_transaction_type_INVESTMENT;;;INVESTMENT;;
s_transactions__lbl_transaction_type_SALARY_PENSION;;;SALARY/PENSION;;
s_transactions__lbl_transaction_type_SEPA_PAYMENT;;;SEPA PAYMENT;;

s_transactions__lbl_transaction_direction;;;-;;
s_transactions__lbl_transaction_direction_ALL;;;ALL;;
s_transactions__lbl_transaction_direction_INCOME;;;INCOMING;;
s_transactions__lbl_transaction_direction_OUTCOME;;;OUTGOING;;

s_statements__title_statements_options;;;Statements Options;;
s_statements__lbl_delivery_method;;;Delivery method;;
s_statements__lbl_delivery_selector_label;;;Select delivery method;;
s_statements__lbl_delivery_method_EMAIL;;;E-MAIL ADDRESS;;
s_statements__lbl_delivery_method_ADDRESS;;;HOME ADDRESS;;
s_statements__lbl_delivery_method_BRANCH;;;BRANCH OFFICE;;
s_statements__lbl_delivery_frequency;;;Delivery frequency;;
s_statements__lbl_delivery_frequency_monthly;;;MONTHLY;;
s_statements__lbl_delivery_frequency_quarterly;;;QUARTERLY;;
s_statements__lbl_delivery_frequency_semiannually;;;SEMIANUALLY;;
s_statements__lbl_delivery_frequency_yearly;;;YEARLY;;
s_statements__lbl_your_email;;;Your e-mail address;;
s_statements__lbl_your_home;;;Your home address;;
s_statements__lbl_your_branch;;;Your branch office;;

s_cards__lbl_overlay_status;;;-;;
s_cards__lbl_overlay_status_CLOSED;;;This card is closed;;
s_cards__lbl_overlay_status_NOT_ACTIVATED;;;This card is not active yet;;
s_cards__lbl_overlay_status_BLOCKED_BY_BANK;;;This card is blocked;;
s_cards__lbl_overlay_status_BLOCKED_BY_USER;;;This card is frozen;;
s_cards__lbl_chart_time_period_6_months;;;6 MONTHS;;
s_cards__btn_activate_card;;;ACTIVATE CARD;;
s_cards_activation__title_card_activation;;;Card activation;;
s_cards_activation__lbl_insert_input_numbers;;;Input the missing numbers from your card;;
s_cards_activation__lbl_insert_input_expiry;;;Input card validity;;
s_cards_activation__lbl_insert_input_cvv;;;Input CVV code;;
s_cards_activation__lbl_info;;;In order to use your card, you need to activate it first! Follow the next simple steps and you will be good to go in no time.;;

s_cards__lbl_dialog_confirm_block;;;Freeze card;;
s_cards__lbl_dialog_dismiss_block;;;Close;;
s_cards__lbl_dialog_title_block;;;Freeze card;;
s_cards__lbl_dialog_msg_block;;;You are about to freeze your card.\n\nThis is a reversible action and should be used in cases when you are not sure where your card is. Or when you need that tiny bit of extra self control!;;
s_cards__btn_block;;;FREEZE;;
s_cards__lbl_dialog_confirm_unblock;;;Thaw card;;
s_cards__lbl_dialog_dismiss_unblock;;;Close;;
s_cards__lbl_dialog_title_unblock;;;Unfreeze card;;
s_cards__lbl_dialog_msg_unblock;;;You are about to unfreeze your card.\n\nWith this you are confirming your card is safe to use. You can always freeze it again if you change your mind!;;
s_cards__btn_unblock;;;UNFREEZE;;
s_cards__btn_report_lost;;;REPORT LOST/STOLEN;;
s_cards__lbl_report_lost_title;;;Report lost/stolen card;;
s_cards__btn_report_lost_confirm;;;OK;;
s_cards__lbl_report_lost_message;;;You can report your card as lost or stolen by contacting your bank on the numbers below.;;
s_cards__lbl_report_lost_subtitle_contact_us;;;Contact us;;
s_cards__lbl_report_lost_subtitle_note;;;Note:;;
s_cards__lbl_report_lost_note_message;;;If you think you just misplaced your card, there is always the FREEZE option. You might want to use that one first.;;
s_cards__lbl_overlay_blocked;;;This card is blocked;;
s_cards__lbl_overlay_not_activated;;;This card is not active yet;;
s_cards__lbl_overlay_blocked_by_user;;;This card is frozen;;
s_cards__title_security_settings;;;Security Settings;;
s_cards___button_security_settings;;;SECURITY SETTINGS;;
s_cards__title_button_view_pin;;;VIEW PIN;;
s_cards_settings_lbl_title;;;-;;
s_cards_settings_lbl_info;;;-;;
s_cards_settings_lbl_title_pos;;;POS PAYMENTS;;
s_cards_settings_lbl_info_pos;;;Turn off or change limits for payments made at merchant's POS machines;;
s_cards_settings_lbl_title_atm;;;ATM WITHDRAWALS;;
s_cards_settings_lbl_info_atm;;;Turn off cash withdrawals or reduce limits at ATMs for higher security;;
s_cards_settings_lbl_title_online;;;INTERNET PAYMENTS;;
s_cards_settings_lbl_info_online;;;Turn off or change limits for online payments;;
s_cards_settings_lbl_title_contactless;;;CONTACTLESS PAYMENTS;;
s_cards_settings_lbl_info_contactless;;;Disable contactless payments or reduce limits for higher security;;
s_cards_settings_lbl_geolocation;;;LOCATION-BASED SECURITY;;
s_cards_settings_lbl_geolocation_info;;;Restrict card use for specific locations;;
s_cards_settings_pos_payments__title_pos_payments;;;POS payments;;
s_cards_settings_pos_payments__lbl_pos_payments;;;POS PAYMENTS;;
s_cards_settings_pos_payments__title_atm_withdrawals;;;ATM withdrawals;;
s_cards_settings_pos_payments__lbl_atm_withdrawals;;;ATM WITHDRAWALS;;
s_cards_settings_pos_payments__title_internet_payments;;;Internet payments;;
s_cards_settings_pos_payments__lbl_internet_payments;;;INTERNET PAYMENTS;;
s_cards_settings_pos_payments__title_contactless_payments;;;Contactless payments;;
s_cards_settings_pos_payments__lbl_contactless_payments;;;CONTACTLESS PAYMENTS;;
s_cards_settings_geolocation__title_geolocation;;;Location-based security;;
s_cards_settings_geolocation__lbl_area;;;Area;;
s_cards_settings_geolocation__lbl_area_worldwide;;;WORLDWIDE;;
s_cards_settings_geolocation__lbl_area_restricted;;;RESTRICTED;;
s_cards_settings_geolocation__title_select_region;;;Allowed regions;;
s_cards_settings_geolocation__lbl_duration;;;Duration;;
s_cards_settings_limit_msg_disabled;;;-;;
s_cards_settings_limit_msg_disabled_ATM;;;You will not be able to perform any ATM withdrawals until you enable this feature again!\n\nIf you misplaced your card, you can use the FREEZE option instead.\n\nIf your card has been lost or stolen, it's best you report this to us;;
s_cards_settings_limit_msg_disabled_POS;;;You will not be able to make any purchases in stores until you enable POS payments again!\nIf you misplaced your card, you can use the FREEZE option instead.\n\nIf your card has been lost or stolen, it's best you report this to us.;;
s_cards_settings_limit_msg_disabled_ONLINE;;;You will not be able to make any purchases online until you enable Internet payments again!\nIf you misplaced your card, you can use the FREEZE option instead.\n\nIf your card has been lost or stolen, it's best you report this to us.;;
s_cards_settings_limit_msg_disabled_CONTACTLESS;;;You will not be able to perform any contactless payments in stores until you enable this feature again!\n\nIf you misplaced your card, you can use the FREEZE option instead.\n\nIf your card has been lost or stolen, it's best you report this to us.;;
s_cards_settings_limit_lbl_section_daily_limits;;;Daily limits;;
s_cards_settings_limit_lbl_daily_amount;;;Daily Amount;;
s_cards_settings_limit_lbl_max_daily_amount_prefix;;;Max amount ;;
s_cards_settings_limit_lbl_daily_transactions;;;Daily number of transactions;;
s_cards_settings_limit_lbl_max_daily_transactions_prefix;;;Max ;;
s_cards_settings_limit_lbl_section_monthly_limits;;;Monthly limits;;
s_cards_settings_limit_lbl_monthly_amount;;;Monthly Amount;;
s_cards_settings_limit_lbl_max_monthly_amount_prefix;;;Max amount ;;
s_cards_settings_limit_lbl_monthly_transactions;;;Monthly number of transactions;;
s_cards_settings_limit_lbl_max_monthly_transactions_prefix;;;Max ;;
s_cards_view_pin__title_view_pins;;;View PIN;;
s_cards_view_pin__lbl_info_msg;;;Your PIN will be hidden soon.;;

s_mcash__title_mcash;mcash;;mCash;;
s_mcash__lbl_card_picker_divider;;;Withdraw from;;
s_mcash__lbl_amount_picker_divider;;;Amount;;
s_mcash__lbl_amount_picker_custom;;;Custom;;
s_mcash__lbl_insert_amount;;;Insert amount;;
s_mcash__lbl_insert_amount_hint;;;Amount must be a multiple of %s;;
s_mcash__lbl_code_duration_picker_divider;;;Duration;;
s_mcash__lbl_select_duration;;;Select code duration;;
s_mcash__lbl_select_duration_value;;;%s min;;
s_mcash__btn_generate_code;;;GENERATE CODE;;
s_mcash__title_mcash_code;;;mCash code;;
s_mcash__lbl_mcash_code_instructions;;;To pick up %s, scan QR code or enter numeric code at ATM;;
s_mcash__lbl_mcash_code_validity;;;This code is valid for;;
s_mcash__title_invalidate_code;;;Invalidate code?;;
s_mcash__btn_invalidate;;;Invalidate;;
s_mcash__btn_cancel;;;Cancel;;
s_mcash__lbl_invalidate_code_msg;;;If you invalidate this mCash code, you won't be able to use it.;;
s_mcash__btn_share_code;;;SHARE CODE;;
s_mcash__btn_nearest_atm;;;LOCATE NEAREST MCASH ATM;;
s_mcash__btn_invalidate_code;;;INVALIDATE CODE;;
s_mcash__title_code_expired;;;Code expired!;;
s_mcash__lbl_code_expired_msg;;;Your mCash code expired. You can always generate a new one ;);;
s_mcash__title_mcash_code_used;;;Congratulations!;;
s_mcash__lbl_mcash_code_used_msg;;;This mCash code has been used successfully.;;
s_mcash__btn_limits;;;SEE YOUR ATM LIMITS;;
s_mcash__title_limits;;;Your ATM limits;;
s_mcash__lbl_amount;;;Total transaction amount per day;;
s_mcash__lbl_remaining_amount;;;Remaining transaction amount per day;;
s_mcash__lbl_transactions;;;Total number of transactions per day;;
s_mcash__lbl_remaining_transactions;;;Remaining number of transactions per day;;
s_cards__btn_mcash;;;MCASH;;

s_payments__title_payments;payments;;Payments;;
s_payments__btn_menu_pay_someone;;;PAY SOMEONE;;
s_payments__lbl_menu_pay_someone_description;;;Transfer money in Croatia, SEPA region or worldwide;;
s_payments__btn_menu_scan_to_pay;;;SCAN TO PAY;;
s_payments__lbl_menu_scan_to_pay_description;;;Scan QR codes and bar codes from payment slips;;
s_payments__btn_menu_internal_transfer;;;INTERNAL TRANSFER;;
s_payments__lbl_menu_internal_transfer_description;;;Transfer money between own accounts, exchange currencies, repay your cards and loans;;
s_payments__btn_menu_request_money;;;REQUEST MONEY;;
s_payments__lbl_menu_request_money_description;;;Create a code with your account info and share it to receive money;;
s_payments__btn_menu_recharge_phone;;;RECHARGE PHONE;;
s_payments__lbl_menu_recharge_phone_description;;;Transfer money to your mobile phone number;;
s_payments__btn_menu_buy_voucher;;;BUY A VOUCHER;;
s_payments__lbl_menu_buy_voucher_description;;;Buy a GSM voucher, gift voucher, recharge your ENC device, digital TV, and more;;
s_payments__btn_menu_my_orders;;;MY ORDERS;;
s_payments__lbl_menu_my_orders_description;;;View, edit or cancel payments you created via Mobile and Internet Banking apps;;
s_payments__lbl_my_orders_month_empty_state_msg;;;There are no orders to be displayed for this month.;;
s_payments__lbl_my_orders_empty_state_msg;;;There are no orders to be displayed for this account yet.;;
s_payments__lbl_my_orders_filter_no_results;;;There are no orders that match your filters.;;
s_payments__lbl_my_orders_search_no_results;;;There are no orders that match your search criteria.;;
s_payments__btn_menu_saved_payments;;;SAVED PAYMENTS;;
s_payments__lbl_menu_saved_payments_description;;;Manage your payment templates and beneficiaries;;

s_payments__title_request_or_share_request_money;;;Request money;;
s_payments__title_request_or_share_share;;;Share;;
s_payments__btn_request_or_share_request_money;;;REQUEST;;
s_payments__btn_request_or_share_share;;;SHARE;;
s_payments__lbl_request_or_share_money_credit_account;;;Money will be paid to;;
s_payments__title_request_or_share_money_share_code;;;Show code;;
s_payments__lbl_request_or_share_money_add_payment_details;;;ADD PAYMENT DETAILS;;
s_payments__lbl_request_or_share_money_amount;;;Amount;;
s_payments__lbl_request_or_share_money_description;;;Payment description;;
s_payments__btn_request_or_share_money_show_code;;;SHOW CODE;;

s_payments__title_pay_someone;;;Pay someone;;
s_payments__title_pay_someone_domestic;;;Domestic payment;;
s_payments__title_pay_someone_sepa;;;SEPA payment;;
s_payments__title_pay_someone_swift;;;International payment;;
s_payments__title_pay_internal_transfer;;;Internal transfer;;
s_payments__title_pay_someone_new;;;NEW;;
s_payments__title_pay_someone_recent_frequent;;;RECENT;;
s_payments__title_pay_someone_saved;;;SAVED;;
s_payments__lbl_pay_someone_pay_to;;;Pay to;;
s_payments__lbl_pay_someone_select_payment_type;;;Select payment type;;
s_payments__title_pay_someone_select_payment_type;;;Select payment type;;
s_payments__btn_pay_someone_identifier;;;-;;
s_payments__lbl_pay_someone_new;;;-;;
s_payments__lbl_pay_someone_hint_text_new;;;-;;
s_payments__lbl_pay_someone_error_new;;;-;;
s_payments__btn_pay_someone_identifier_EMAIL;;;E-MAIL ADDRESS;;
s_payments__lbl_pay_someone_new_EMAIL;;;E-mail address;;
s_payments__lbl_pay_someone_hint_text_new_EMAIL;;;E.g. email@example.com;;
s_payments__lbl_pay_someone_error_new_EMAIL;;;Please enter a valid e-mail address, e.g. email@example.com;;
s_payments__btn_pay_someone_identifier_PHONE;;;PHONE NUMBER;;
s_payments__lbl_pay_someone_new_PHONE;;;Phone number;;
s_payments__lbl_pay_someone_hint_text_new_PHONE;;;E.g. +385991234567;;
s_payments__lbl_pay_someone_error_new_PHONE;;;Please enter a phone number in the MSISDN format, e.g. +385991234567;;
s_payments__btn_pay_someone_identifier_IBAN;;;BANK ACCOUNT;;
s_payments__lbl_pay_someone_new_IBAN;;;Bank account number (IBAN);;
s_payments__lbl_pay_someone_error_new_IBAN;;;Invalid account number, please try again;;
s_payments__lbl_pay_someone_pay_in_currency;;;Amount;;
s_payments__title_pay_someone_result_executed;;;Payment successful!;;
s_payments__title_pay_someone_result_pending;;;Payment received!;;
s_payments__title_pay_someone_result_scheduled;;;Payment scheduled!;;
s_payments__title_pay_someone_result_rejected;;;Payment rejected!;;
s_payments__title_pay_someone_result_unknown;;;Something went wrong!;;
s_payments__lbl_pay_someone_result_transaction_id;;;Transaction ID;;
s_payments__lbl_pay_someone_result_executed_message;;;We have executed your payment order. You can find it on your Executed orders list.;;
s_payments__lbl_pay_someone_result_pending_message;;;We have received your payment. It will be processed as soon as possible. Until then, you can find it on your Pending orders list.;;
s_payments__lbl_pay_someone_result_scheduled_message;;;We have received your future payment. It will be processed on the scheduled date. Until then, you can find it on your Scheduled orders list.;;
s_payments__lbl_pay_someone_result_rejected_message;;;abc;;
s_payments__lbl_pay_someone_result_unknown_message;;;An error occurred. Please go to My orders list to check whether the payment is pending, executed or rejected;;
s_payments__lbl_pay_someone_result_view_receipt;;;VIEW RECEIPT;;
s_payments__lbl_pay_someone_result_go_to_orders;;;MY ORDERS;;
s_payments__lbl_pay_someone_result_pay_someone;;;PAY SOMEONE;;
s_payments__lbl_pay_someone_result_scan_to_pay;;;SCAN TO PAY;;
s_payments__lbl_pay_someone_result_payment_details;;;Payment details;;
s_payments__lbl_pay_someone_template_or_beneficiary_save;;;Save Template or Beneficiary;;
s_payments__lbl_pay_someone_template_or_beneficiary_description;;;Save to make faster payments later;;
s_payments__lbl_pay_someone_template_or_beneficiary_edit;;;Edit Template or Beneficiary;;
s_payments__lbl_pay_someone_select_account;;;SELECT ACCOUNT;;


s_payments__title_select_currency;;;Select currency;;
s_payments__lbl_select_currency_search_hint;;;Search by currency code or country name;;
s_payments__lbl_select_currency_preferred_currencies;;;Preferred currencies;;
s_payments__lbl_select_currency_all_currencies;;;All currencies;;
s_payments__title_my_orders;;;My Orders;;	
s_payments__title_scan_to_pay;;;Scan to Pay;;
s_payments__lbl_scan_to_pay_load_from_gallery;;;GALLERY;;
s_payments__lbl_scan_to_pay_flashlight;;;FLASHLIGHT;;

s_payments__title_saved_payments;;;Saved payments;;
s_payments__lbl_saved_payments_templates;;;Templates;;
s_payments__lbl_saved_payments_search_hint_text;;;Search by Name, Account, Phone, E-mail, Amount;;
s_payments__lbl_saved_payments_no_templates_msg;;;You can create a new template when you Pay someone.;;
s_payments__lbl_saved_payments_beneficiaries;;;Beneficiaries;;
s_payments__lbl_saved_payments_beneficiaries_choose_to_pay;;;Choose to pay(%s);;
s_payments__lbl_saved_payments_beneficiary_select_identifier;;;Pay to;;
s_payments__lbl_saved_payments_no_beneficiaries_msg;;;You can create a new beneficiary when you Pay someone.;;
s_payments__lbl_saved_payments_templates_and_beneficiaries;;;Templates and Beneficiaries;;
s_payments__lbl_saved_payments_no_templates_and_beneficiaries_msg;;;You can create a new template and/or beneficiary when you Pay someone.;;
s_payments__btn_saved_payments_delete;;;DELETE;;
s_payments__btn_saved_payments_pay;;;PAY;;
s_payments__btn_saved_payments_edit;;;EDIT;;
s_payments__title_saved_payments_delete_popup_title;;;Are you sure?;;
s_payments__title_saved_payments_delete_popup_message;;;Do you want to delete %s?;;
s_payments__lbl_saved_payments_search_no_results;;;There are no results that match your search criteria.;;
s_payments__lbl_saved_payments_search_no_templates;;;There are no templates that match your search criteria.;;
s_payments__lbl_saved_payments_search_no_beneficiaries;;;There are no beneficiaries that match your search criteria.;;

s_payments__title_edit_template;;;Edit Template;;
s_payments__lbl_edit_template_template_name;;;Template name;;
s_payments__lbl_pay_from;;;Pay from;;
s_payments__lbl_pay_to;;;Pay to;;
s_payments__lbl_payment_details;;;Payment details;;
s_payments__btn_show_more;;;SHOW MORE;;
s_payments__btn_show_less;;;SHOW LESS;;

s_payments__lbl_payment_beneficiary_name;;;Beneficiary name;;
s_payments__lbl_payment_payment_details;;;Payment details;;
s_payments__lbl_payment_amount_and_currency;;;Amount and currency;;
s_payments__lbl_payment_description;;;Description;;
s_payments__lbl_payment_model_and_reference;;;Model and Reference number;;
s_payments__lbl_payment_date;;;Payment date;;

s_payments__title_edit_beneficiary;;;Edit Beneficiary;;
s_payments__lbl_edit_beneficiary_beneficiary_name;;;Beneficiary name;;
s_payments__lbl_edit_beneficiary_bank_account;;;Bank Account;;
s_payments__lbl_edit_beneficiary_bank_account_description;;;Bank account number (IBAN);;
s_payments__lbl_edit_beneficiary_phone_number;;;Phone Number;;
s_payments__lbl_edit_beneficiary_phone_number_description;;;Phone number;;
s_payments__lbl_edit_beneficiary_email;;;E-mail Address;;
s_payments__btn_edit_beneficiary_add_new;;;-;;
s_payments__btn_edit_beneficiary_add_new_IBAN;;;ADD NEW BANK ACCOUNT;;
s_payments__btn_edit_beneficiary_add_new_PHONE;;;ADD NEW PHONE NUMBER;;
s_payments__btn_edit_beneficiary_add_new_EMAIL;;;ADD NEW E-MAIL ADDRESS;;

s_payments__title_template_or_beneficiary_save;;;Save Template or Beneficiary;;
s_payments__title_template_or_beneficiary_edit;;;Edit Template or Beneficiary;;
s_payments__lbl_template_or_beneficiary_save_as_template;;;SAVE AS TEMPLATE;;
s_payments__lbl_template_or_beneficiary_template_name;;;Template name;;
s_payments__lbl_template_or_beneficiary_save_as_beneficiary;;;SAVE AS BENEFICIARY;;
s_payments__lbl_template_or_beneficiary_beneficiary_name;;;Beneficiary name;;
s_payments__lbl_template_or_beneficiary_saved_as_template_msg;;;Payment order saved as template!;;
s_payments__lbl_template_or_beneficiary_saved_as_beneficiary_msg;;;Payment order saved as beneficiary!;;
s_payments__lbl_template_or_beneficiary_saved_as_template_and_beneficiary_msg;;;Payment order saved as template and beneficiary!;;
s_payments__title_payment_order_not_saved;;;Payment not saved!;;
s_payments__lbl_payment_not_saved_error_msg;;;An error occurred while saving your payment. Please try again.;;
s_payments__btn_save_template_or_beneficiary;;;SAVE AS TEMPLATE OR BENEFICIARY;;

s_payments__btn_order_details;;;DETAILS;;
s_payments__btn_order_edit;;;EDIT;;
s_payments__btn_order_copy;;;COPY;;
s_payments__btn_order_delete;;;DELETE;;
s_payments__btn_order_share;;;SHARE;;
s_payments__btn_order_view_receipt;;;VIEW RECEIPT;;

s_payments__title_dialog_enter_pin;;;Enter PIN;;
s_payments__btn_dialog_confirm;;;Confirm;;
s_payments__lbl_dialog_pin_input_description;;;4-8 digit pin;;

s_payments__title_payment_review;;;Payment review;;
s_payments__btn_pay;;;PAY;;

s_payments__lbl_internal_transfer_result_view_receipt;;;VIEW RECEIPT;;
s_payments__lbl_internal_transfer_result_internal_transfer;;;INTERNAL TRANSFER;;
s_payments__lbl_internal_transfer_result_go_to_orders;;;MY ORDERS;;
s_payments__title_internal_transfer_result_executed;;;Payment successful!;;
s_payments__title_internal_transfer_result_pending;;;Payment received!;;
s_payments__title_internal_transfer_result_scheduled;;;Payment scheduled!;;
s_payments__title_internal_transfer_result_rejected;;;Payment rejected!;;
s_payments__title_internal_transfer_result_unknown;;;Something went wrong!;;
s_payments__lbl_internal_transfer_result_executed_message;;;We have executed your payment order.%nYou can find it on your Executed orders list.;;
s_payments__lbl_internal_transfer_result_pending_message;;;We have received your payment. It will be processed as soon as possible. Until then, you can find it on your Pending orders list.;;
s_payments__lbl_internal_transfer_result_scheduled_message;;;We have received your future payment. It will be processed on the scheduled date. Until then, you can find it on your Scheduled orders list.;;
s_payments__lbl_internal_transfer_result_rejected_message;;;Your payment has been rejected. For more information go to your Rejected orders list.;;
s_payments__lbl_internal_transfer_result_unknown_message;;;An error occurred. Please go to My orders list to check whether the payment is pending, executed or rejected.;;

s_payments__title_scan_to_pay_code_not_read;;;Oops, the code could not be read!;;
s_payments__title_scan_to_pay_image_not_loaded;;;Oops, this image cannot be loaded!;;
s_payments__btn_scan_to_pay_enable_camera;;;To scan code, please enable camera permission;;
s_payments__lbl_scan_to_pay_code_not_read_message;;;Do you want to scan again or input payment details manually?;;
s_payments__lbl_scan_to_pay_image_not_loaded_message;;;Please try loading another image.;;
s_payments__btn_scan_to_pay_code_not_read_scan_again;;;Scan again;;
s_payments__btn_scan_to_pay_code_not_read_insert_payment_details;;;Input payment details;;
s_payments__btn_scan_to_pay_image_not_loaded_load_new_image;;;Load new image;;
s_payments__btn_scan_to_pay_image_not_loaded_continue_without_scan;;;Continue without scan;;

s_recharge_recent__title;;;Recent recharges;;
s_recharge_recent__btn_title;;;RECHARGE NEW PHONE;;
s_recharge__title;;;Recharge phone;;
s_recharge__default_amount;;;200.00;;
